timestamp,open,high,low,close,volume
2021-12-23,1.13246,1.13422,1.12902,1.13263,49430
2021-12-24,1.1326,1.13435,1.1304400000000001,1.13197,53499
2021-12-27,1.13023,1.13342,1.13023,1.13264,37691
2021-12-28,1.1326,1.1333,1.12894,1.13079,40037
2021-12-29,1.13079,1.13687,1.12732,1.13477,51231
2021-12-30,1.13445,1.13599,1.12988,1.13256,50314
2021-12-31,1.13244,1.13861,1.13033,1.13755,39263
2022-01-03,1.13693,1.13778,1.12795,1.12971,53813
2022-01-04,1.12961,1.13226,1.12723,1.12862,62525
2022-01-05,1.12852,1.13466,1.12765,1.13135,61289
2022-01-06,1.13111,1.13316,1.12846,1.12976,67251
2022-01-07,1.1296,1.13647,1.12901,1.1359,49836
2022-01-10,1.1355,1.13599,1.12853,1.13252,53457
2022-01-11,1.1323,1.13753,1.13131,1.13666,49386
2022-01-12,1.13655,1.14528,1.13545,1.14411,51872
2022-01-13,1.14402,1.14817,1.14357,1.14539,53078
2022-01-14,1.14531,1.14829,1.13987,1.14151,59882
2022-01-17,1.14117,1.1434199999999999,1.1391499999999999,1.14062,34611
2022-01-18,1.14062,1.14216,1.13147,1.13258,68363
2022-01-19,1.13249,1.13569,1.13163,1.1342,58174
2022-01-20,1.1339299999999999,1.13689,1.13031,1.13108,59448
2022-01-21,1.13092,1.13597,1.1301,1.13421,60447
2022-01-24,1.13371,1.13447,1.12906,1.13254,70762
2022-01-25,1.13226,1.1328,1.12632,1.13006,63243
2022-01-26,1.12991,1.13108,1.12354,1.12405,75069
2022-01-27,1.12404,1.12431,1.11313,1.11444,83832
2022-01-28,1.11428,1.11737,1.11214,1.11469,78407
2022-01-31,1.11406,1.12477,1.11378,1.12333,74328
2022-02-01,1.12315,1.12786,1.12208,1.12718,72903
2022-02-02,1.12715,1.13301,1.12667,1.13035,61143
2022-02-03,1.13018,1.14513,1.12665,1.14392,97250
2022-02-04,1.14389,1.14836,1.14116,1.14514,96664
2022-02-07,1.14573,1.14614,1.14151,1.14419,76500
2022-02-08,1.14411,1.14486,1.13958,1.14163,67506
2022-02-09,1.14127,1.14479,1.14025,1.14233,59971
2022-02-10,1.1421000000000001,1.1495,1.13748,1.14275,98683
2022-02-11,1.14263,1.14291,1.13297,1.13477,110096
2022-02-14,1.13376,1.1368800000000001,1.1280000000000001,1.13058,108728
2022-02-15,1.13032,1.13683,1.1299,1.13582,87080
2022-02-16,1.13568,1.13955,1.13448,1.1372200000000001,77435
2022-02-17,1.13713,1.13857,1.13229,1.13608,98839
2022-02-18,1.1358,1.13769,1.1313900000000001,1.13227,76510
2022-02-21,1.13145,1.13907,1.13064,1.13093,55985
2022-02-22,1.1307,1.1367,1.12878,1.13241,102907
2022-02-23,1.13246,1.13588,1.13012,1.13051,64439
2022-02-24,1.13023,1.13086,1.11063,1.11919,171175
2022-02-25,1.11908,1.12735,1.11659,1.12716,113512
2022-02-28,1.11295,1.12464,1.11245,1.12178,138468
2022-03-01,1.12177,1.12331,1.10897,1.11229,114181
2022-03-02,1.11248,1.1143399999999999,1.10574,1.11184,129648
2022-03-03,1.1116,1.11205,1.10332,1.10659,99725
2022-03-04,1.10651,1.10679,1.08852,1.09305,129366
2022-03-07,1.09255,1.09324,1.0806,1.08533,166436
2022-03-08,1.08511,1.09583,1.08471,1.0901399999999999,158841
2022-03-09,1.0896,1.10961,1.08896,1.1075,116644
2022-03-10,1.1072899999999999,1.11213,1.09758,1.09859,125689
2022-03-11,1.09845,1.10434,1.09021,1.09137,113278
2022-03-14,1.09155,1.09938,1.09004,1.09447,103181
2022-03-15,1.09416,1.102,1.0926,1.09489,112133
2022-03-16,1.09491,1.1047,1.09491,1.1031,128099
2022-03-17,1.10305,1.11376,1.10071,1.10901,85724
2022-03-18,1.1089,1.11186,1.10031,1.10503,91467
2022-03-21,1.10504,1.10702,1.10102,1.10188,69638
2022-03-22,1.10176,1.10458,1.0961,1.10294,85754
2022-03-23,1.10279,1.10427,1.09641,1.10066,77335
2022-03-24,1.10052,1.10135,1.0965799999999999,1.09982,83700
2022-03-25,1.09959,1.1038000000000001,1.09809,1.09854,82996
2022-03-28,1.09842,1.09997,1.09447,1.09859,104188
2022-03-29,1.09834,1.11371,1.0969,1.10858,126457
2022-03-30,1.1085099999999999,1.1171,1.10792,1.11575,109745
2022-03-31,1.11579,1.11848,1.10613,1.10665,110897
2022-04-01,1.10656,1.10757,1.10283,1.10447,85774
2022-04-04,1.10336,1.10543,1.09608,1.09715,69321
2022-04-05,1.09688,1.09886,1.09,1.09041,74904
2022-04-06,1.09029,1.09381,1.08741,1.08956,97599
2022-04-07,1.08956,1.09382,1.08649,1.08777,88265
2022-04-08,1.08764,1.08921,1.08364,1.08747,77188
2022-04-11,1.09159,1.09333,1.08729,1.08829,77468
2022-04-12,1.08825,1.09035,1.08216,1.08269,98342
2022-04-13,1.08256,1.08942,1.0809,1.08902,83973
2022-04-14,1.08897,1.09233,1.07576,1.08286,100620
2022-04-15,1.08278,1.08303,1.07961,1.08113,56635
2022-04-18,1.07994,1.08213,1.07702,1.0781,52965
2022-04-19,1.07805,1.08141,1.07612,1.07877,81502
2022-04-20,1.07876,1.08667,1.07827,1.08539,88292
2022-04-21,1.08496,1.09364,1.08239,1.08336,99031
2022-04-22,1.08368,1.08519,1.07707,1.08009,94056
2022-04-25,1.08071,1.08145,1.06965,1.07125,122270
2022-04-26,1.07106,1.07388,1.06353,1.06372,95470
2022-04-27,1.06363,1.06547,1.05144,1.05573,117332
2022-04-28,1.05571,1.05646,1.04709,1.04983,134090
2022-04-29,1.04976,1.05927,1.04906,1.0546,111385
2022-05-02,1.05421,1.05681,1.04902,1.05072,91871
2022-05-03,1.0507,1.05775,1.04922,1.05202,89550
2022-05-04,1.05186,1.0630600000000001,1.0506,1.06219,109807
2022-05-05,1.06196,1.06419,1.04928,1.0541,130526
2022-05-06,1.05413,1.05987,1.04828,1.05439,146857
2022-05-09,1.05387,1.05925,1.04954,1.0557,123650
2022-05-10,1.0557,1.05851,1.05257,1.05281,127047
2022-05-11,1.05281,1.0577,1.05017,1.05092,134397
2022-05-12,1.05092,1.05291,1.0354,1.03779,139403
2022-05-13,1.03779,1.04196,1.03494,1.04077,97846
2022-05-16,1.03959,1.0443,1.03887,1.04311,81470
2022-05-17,1.0431,1.0556,1.04276,1.05465,95987
2022-05-18,1.05465,1.05639,1.04599,1.04609,87927
2022-05-19,1.04609,1.06073,1.0459,1.05854,115331
2022-05-20,1.05816,1.0599,1.05328,1.05582,93700
2022-05-23,1.05601,1.06975,1.05561,1.06881,89168
2022-05-24,1.06878,1.07489,1.0661100000000001,1.07333,96527
2022-05-25,1.07329,1.07382,1.06418,1.0679,96798
2022-05-26,1.06775,1.0731,1.06627,1.07239,84272
2022-05-27,1.07239,1.07651,1.06974,1.07309,76770
2022-05-30,1.07326,1.07869,1.07243,1.0778,55023
2022-05-31,1.07756,1.07788,1.06791,1.07326,105538
2022-06-01,1.0732,1.0739,1.06272,1.06484,91956
2022-06-02,1.06453,1.0749900000000001,1.06405,1.07463,73854
2022-06-03,1.07443,1.07638,1.07039,1.07165,72795
2022-06-06,1.07146,1.07516,1.06841,1.06955,60295
2022-06-07,1.0695000000000001,1.0714299999999999,1.06523,1.07049,88256
2022-06-08,1.07036,1.07485,1.06715,1.07157,81423
2022-06-09,1.07154,1.07739,1.06107,1.06159,108517
2022-06-10,1.06142,1.06424,1.0506,1.05207,109524
2022-06-13,1.05137,1.05195,1.03996,1.04076,125903
2022-06-14,1.04078,1.04848,1.03969,1.04151,137053
2022-06-15,1.0414,1.05076,1.0359099999999999,1.0443,173126
2022-06-16,1.04412,1.06009,1.03811,1.05483,177338
2022-06-17,1.05454,1.05602,1.04447,1.04962,150391
2022-06-20,1.04747,1.05457,1.04727,1.05104,82940
2022-06-21,1.05104,1.05824,1.05053,1.05318,98780
2022-06-22,1.05299,1.06054,1.04691,1.05678,117792
2022-06-23,1.05631,1.05812,1.04827,1.05215,147534
2022-06-24,1.05225,1.05711,1.05119,1.05534,103535
2022-06-27,1.05456,1.06149,1.05456,1.05829,109352
2022-06-28,1.05817,1.06058,1.05033,1.0518,121778
2022-06-29,1.0517,1.05353,1.04352,1.04411,128083
2022-06-30,1.04394,1.04891,1.03823,1.04827,134494
2022-07-01,1.04826,1.04854,1.03657,1.04261,138542
2022-07-04,1.04146,1.04627,1.04146,1.04221,82163
2022-07-05,1.04198,1.04488,1.02349,1.02656,140314
2022-07-06,1.02641,1.02769,1.01618,1.0181,157888
2022-07-07,1.01797,1.02213,1.01441,1.01587,126061
2022-07-08,1.01564,1.01912,1.00717,1.01831,131701
2022-07-11,1.01696,1.01831,1.00337,1.00396,119721
2022-07-12,1.00396,1.00739,0.99996,1.00365,139938
2022-07-13,1.00346,1.01222,0.99977,1.00574,150092
2022-07-14,1.00551,1.00598,0.99522,1.00178,165084
2022-07-15,1.00154,1.00981,1.0007,1.00854,121685
2022-07-18,1.00816,1.02014,1.00734,1.01418,117254
2022-07-19,1.01408,1.02694,1.01193,1.02247,135544
2022-07-20,1.02245,1.02729,1.01552,1.01803,124235
2022-07-21,1.01766,1.02783,1.01535,1.023,156314
2022-07-22,1.02282,1.02553,1.01299,1.02109,147879
2022-07-25,1.02116,1.0258,1.01785,1.02188,125820
2022-07-26,1.02185,1.02502,1.01077,1.01155,114344
2022-07-27,1.01134,1.0221,1.00964,1.01975,124371
2022-07-28,1.02003,1.02344,1.01142,1.01963,141998
2022-07-29,1.01956,1.02542,1.01461,1.02258,131205
2022-08-01,1.02075,1.02752,1.02052,1.02617,121566
2022-08-02,1.02603,1.02936,1.0163,1.01655,149083
2022-08-03,1.01653,1.02104,1.01229,1.01661,130497
2022-08-04,1.01672,1.02539,1.01539,1.02447,119698
2022-08-05,1.02437,1.02518,1.01416,1.01776,109082
2022-08-08,1.01711,1.02219,1.01594,1.01943,93730
2022-08-09,1.01945,1.02475,1.01884,1.02126,78664
2022-08-10,1.02122,1.03688,1.02021,1.02988,116880
2022-08-11,1.02983,1.03645,1.02757,1.03194,126227
2022-08-12,1.03174,1.03273,1.02385,1.0256,98414
2022-08-15,1.02545,1.02684,1.01544,1.01596,91347
2022-08-16,1.01579,1.01949,1.01224,1.01702,99378
2022-08-17,1.01698,1.02031,1.01457,1.01807,118800
2022-08-18,1.01776,1.0193,1.00792,1.00875,103690
2022-08-19,1.00866,1.00955,1.00321,1.00393,88910
2022-08-22,1.00348,1.00466,0.99263,0.9943,97175
2022-08-23,0.99423,1.00179,0.99004,0.99695,119064
2022-08-24,0.99682,0.9999,0.99101,0.99662,105281
2022-08-25,0.9964,1.00334,0.99491,0.99743,106438
2022-08-26,0.99724,1.00901,0.99465,0.99646,121343
2022-08-29,0.99645,1.00293,0.99143,0.99972,118481
2022-08-30,0.99927,1.00549,0.9982,1.00137,122280
2022-08-31,1.00122,1.0079,0.99714,1.00545,124887
2022-09-01,1.0051,1.00545,0.9911,0.99442,125174
2022-09-02,0.99442,1.00338,0.99404,0.99571,123370
2022-09-05,0.99282,0.99443,0.98778,0.9931,91907
2022-09-06,0.99245,0.99865,0.9864,0.99031,140363
2022-09-07,0.99031,1.00107,0.98756,1.00057,118654
2022-09-08,0.99969,1.003,0.99308,0.99983,140456
2022-09-09,0.99983,1.01134,0.99915,1.00455,110425
2022-09-12,1.01017,1.01979,1.00597,1.01211,114623
2022-09-13,1.01207,1.01873,0.99663,0.99686,118597
2022-09-14,0.99674,1.00236,0.99551,0.99814,132052
2022-09-15,0.99781,1.00181,0.99556,0.99966,89766
2022-09-16,0.99975,1.00367,0.99444,1.00129,102107
2022-09-19,1.00043,1.00291,0.99659,1.0024,78601
2022-09-20,1.00197,1.00506,0.99549,0.99711,100195
2022-09-21,0.99697,0.99753,0.98127,0.98372,125311
2022-09-22,0.98362,0.99074,0.98075,0.98395,153924
2022-09-23,0.98283,0.9852,0.96678,0.9688,127176
2022-09-26,0.96714,0.9709,0.95524,0.96087,197260
2022-09-27,0.96084,0.96711,0.95691,0.95924,153881
2022-09-28,0.95923,0.97509,0.95357,0.97347,187873
2022-09-29,0.97315,0.98151,0.96355,0.98147,172293
2022-09-30,0.98144,0.98539,0.97348,0.9799,174658
2022-10-03,0.97747,0.98447,0.97526,0.98246,150501
2022-10-04,0.98239,0.99996,0.9806,0.99842,144182
2022-10-05,0.99835,0.99949,0.98345,0.98752,136992
2022-10-06,0.98747,0.99263,0.97881,0.97911,160911
2022-10-07,0.97879,0.98168,0.97259,0.97381,137073
2022-10-10,0.97312,0.97533,0.96819,0.97029,138307
2022-10-11,0.97005,0.97747,0.96706,0.97075,168526
2022-10-12,0.9705,0.97343,0.96678,0.97023,158689
2022-10-13,0.9701,0.98061,0.96314,0.97774,181004
2022-10-14,0.97717,0.98082,0.9707,0.97234,160630
2022-10-17,0.97184,0.98522,0.97176,0.98408,145729
2022-10-18,0.98387,0.98757,0.98127,0.98576,156689
2022-10-19,0.98545,0.98724,0.97574,0.97722,145621
2022-10-20,0.97713,0.98456,0.97544,0.97862,160310
2022-10-21,0.97843,0.98692,0.9705,0.98626,195334
2022-10-24,0.98619,0.98992,0.9807,0.98737,188722
2022-10-25,0.98712,0.99769,0.98482,0.99644,144531
2022-10-26,0.9962,1.00889,0.99433,1.00826,155881
2022-10-27,1.00746,1.00933,0.99574,0.99634,147016
2022-10-28,0.99631,0.99981,0.99265,0.99657,134027
2022-10-31,0.99554,0.99659,0.98711,0.98827,108231
2022-11-01,0.98827,0.9954,0.98531,0.98748,131555
2022-11-02,0.98741,0.99761,0.98128,0.98169,133756
2022-11-03,0.98149,0.98398,0.97302,0.97491,135675
2022-11-04,0.97492,0.99667,0.97421,0.99594,155495
2022-11-07,0.99007,1.00341,0.98987,1.00217,138276
2022-11-08,1.00169,1.00964,0.99717,1.00729,114982
2022-11-09,1.00715,1.00882,0.99927,1.0012,141815
2022-11-10,1.00094,1.0222,0.99355,1.02093,167643
2022-11-11,1.02062,1.03642,1.01629,1.0352999999999999,165035
2022-11-14,1.03393,1.03588,1.02714,1.0326,150622
2022-11-15,1.03256,1.04819,1.02801,1.03482,197137
2022-11-16,1.03466,1.04387,1.03305,1.03941,165765
2022-11-17,1.03933,1.04067,1.03053,1.03636,136029
2022-11-18,1.03583,1.0396,1.03134,1.032,119710
2022-11-21,1.03195,1.03332,1.02228,1.02406,119083
2022-11-22,1.02384,1.03082,1.02375,1.03035,105456
2022-11-23,1.03012,1.04052,1.02963,1.03941,122807
2022-11-24,1.03941,1.04485,1.03819,1.04114,88953
2022-11-25,1.04067,1.04293,1.03548,1.03939,102115
2022-11-28,1.03664,1.04969,1.03302,1.03381,134196
2022-11-29,1.03368,1.03941,1.03199,1.03287,130776
2022-11-30,1.03276,1.04288,1.02899,1.04055,139665
2022-12-01,1.0408,1.05335,1.0393,1.05247,147704
2022-12-02,1.05194,1.05449,1.04281,1.05407,139751
2022-12-05,1.05306,1.0594999999999999,1.04803,1.04908,116575
2022-12-06,1.04914,1.05329,1.04593,1.04642,115966
2022-12-07,1.04641,1.05498,1.04431,1.05036,123100
2022-12-08,1.05031,1.05651,1.04895,1.05523,105367
2022-12-09,1.05536,1.05881,1.05043,1.05334,111315
2022-12-12,1.05276,1.05803,1.05058,1.05378,98661
2022-12-13,1.05351,1.06734,1.0528,1.06319,139941
2022-12-14,1.06319,1.06951,1.0619,1.06819,144441
2022-12-15,1.06811,1.07363,1.05922,1.06259,132918
2022-12-16,1.06236,1.06631,1.05849,1.05891,111112
2022-12-19,1.05812,1.0658,1.05756,1.06064,109130
2022-12-20,1.06031,1.06587,1.05788,1.06218,154901
2022-12-21,1.06232,1.06451,1.05904,1.0604,103142
2022-12-22,1.0602800000000001,1.06595,1.05733,1.05971,104107
2022-12-23,1.05948,1.0633,1.05865,1.06163,100227
2022-12-26,1.06282,1.06366,1.06141,1.06352,4866
2022-12-27,1.06356,1.06696,1.06116,1.0639,63342
2022-12-28,1.06389,1.06744,1.06063,1.06115,84350
2022-12-29,1.06091,1.06904,1.06055,1.0661,89359
2022-12-30,1.06607,1.0713300000000001,1.06386,1.06976,112019
2023-01-02,1.07016,1.07017,1.06499,1.06665,16741
2023-01-03,1.06642,1.0683,1.05196,1.0547,139201
2023-01-04,1.05465,1.06354,1.05402,1.0603,140651
2023-01-05,1.06015,1.06315,1.0515,1.05207,126223
2023-01-06,1.05205,1.06481,1.04832,1.06427,126014
2023-01-09,1.06394,1.07607,1.0636,1.07318,115286
2023-01-10,1.07293,1.07593,1.07121,1.07334,111859
2023-01-11,1.07329,1.07765,1.07252,1.07556,90213
2023-01-12,1.07535,1.0867,1.07302,1.08515,141238
2023-01-13,1.08497,1.08678,1.07805,1.08323,113853
2023-01-16,1.08295,1.08742,1.08016,1.0821,65771
2023-01-17,1.08197,1.08694,1.07745,1.07876,114006
2023-01-18,1.07879,1.08874,1.07661,1.07936,147787
2023-01-19,1.07903,1.08401,1.07822,1.08294,113010
2023-01-20,1.08291,1.08591,1.08024,1.08557,89418
2023-01-23,1.08622,1.09267,1.08464,1.08715,99279
2023-01-24,1.08705,1.0898,1.08352,1.08879,86692
2023-01-25,1.08856,1.09236,1.08574,1.09147,89198
2023-01-26,1.09152,1.09294,1.08506,1.08917,84384
2023-01-27,1.0890900000000001,1.09003,1.08378,1.08673,79737
2023-01-30,1.08618,1.09138,1.08393,1.085,84809
2023-01-31,1.0848,1.0875,1.08017,1.0861399999999999,90834
2023-02-01,1.08607,1.1001400000000001,1.08523,1.09886,101648
2023-02-02,1.0987,1.10329,1.08853,1.09099,122316
2023-02-03,1.09081,1.09402,1.07923,1.07932,116247
2023-02-06,1.078,1.07989,1.07095,1.07249,99074
2023-02-07,1.07242,1.07664,1.06692,1.07267,127157
2023-02-08,1.07233,1.07609,1.07094,1.07129,88155
2023-02-09,1.07095,1.07908,1.07083,1.07386,90671
2023-02-10,1.07361,1.07529,1.06664,1.06782,94108
2023-02-13,1.06803,1.073,1.06555,1.07243,73312
2023-02-14,1.07188,1.08045,1.07068,1.07352,124125
2023-02-15,1.0735999999999999,1.07445,1.06606,1.06864,92966
2023-02-16,1.06862,1.07225,1.06546,1.0671599999999999,105502
2023-02-17,1.0672,1.06985,1.06128,1.06935,88032
2023-02-20,1.06848,1.07047,1.06704,1.06853,46733
2023-02-21,1.06837,1.06983,1.06375,1.06465,86898
2023-02-22,1.06445,1.0664,1.05992,1.06045,95621
2023-02-23,1.06036,1.06278,1.05771,1.05971,85675
2023-02-24,1.05926,1.06143,1.05362,1.05446,105630
2023-02-27,1.05459,1.06199,1.0533,1.06096,78958
2023-02-28,1.06084,1.06454,1.05739,1.05741,76441
2023-03-01,1.05751,1.06916,1.05654,1.06694,94532
2023-03-02,1.06683,1.06728,1.05765,1.05972,96540
2023-03-03,1.05966,1.06387,1.05884,1.06328,83347
2023-03-06,1.06228,1.06945,1.06217,1.0683,76290
2023-03-07,1.06819,1.06945,1.0546,1.05495,102510
2023-03-08,1.05485,1.0574,1.05244,1.05442,78974
2023-03-09,1.05434,1.05913,1.0538,1.05814,65698
2023-03-10,1.05815,1.07008,1.0574,1.06381,131346
2023-03-13,1.06934,1.07486,1.06504,1.07286,191578
2023-03-14,1.07274,1.07496,1.0679,1.07309,139807
2023-03-15,1.0731,1.07599,1.0516,1.05766,155778
2023-03-16,1.05757,1.06357,1.05507,1.06115,145541
2023-03-17,1.06115,1.06854,1.06081,1.06653,99112
2023-03-20,1.0683,1.07309,1.06313,1.07177,112944
2023-03-21,1.07177,1.07886,1.07041,1.07667,75277
2023-03-22,1.07667,1.09125,1.07592,1.08574,94444
2023-03-23,1.08574,1.09299,1.08242,1.0832,100584
2023-03-24,1.0832,1.08384,1.07124,1.07601,107212
2023-03-27,1.07706,1.08001,1.07451,1.07977,73682
2023-03-28,1.07974,1.08486,1.07934,1.08444,65412
2023-03-29,1.08454,1.08717,1.08178,1.08444,69762
2023-03-30,1.08432,1.09263,1.08237,1.0905,70017
2023-03-31,1.09044,1.09257,1.08363,1.08429,71293
2023-04-03,1.08398,1.09167,1.07882,1.0903100000000001,78371
2023-04-04,1.09015,1.09733,1.0883,1.0956,73385
2023-04-05,1.09547,1.09696,1.08911,1.09056,68562
2023-04-06,1.09063,1.09377,1.08846,1.09192,55836
2023-04-07,1.09198,1.0924,1.08757,1.08984,23716
2023-04-10,1.0895299999999999,1.09173,1.08313,1.08613,45051
2023-04-11,1.08599,1.09282,1.08458,1.09131,58069
2023-04-12,1.09122,1.10004,1.0906,1.09914,61907
2023-04-13,1.09903,1.10678,1.09766,1.10473,58269
2023-04-14,1.10462,1.10759,1.09724,1.09946,67756
2023-04-17,1.09886,1.09998,1.09093,1.09287,59290
2023-04-18,1.09269,1.0983,1.09202,1.09723,55761
2023-04-19,1.09728,1.0984,1.09174,1.09558,61815
2023-04-20,1.09545,1.09898,1.09335,1.09698,61734
2023-04-21,1.09698,1.09938,1.09379,1.09894,57227
2023-04-24,1.09885,1.10501,1.09659,1.10446,50008
2023-04-25,1.10457,1.1067,1.09641,1.09746,59695
2023-04-26,1.0973,1.10956,1.09604,1.10416,73836
2023-04-27,1.10382,1.10635,1.09922,1.10284,65397
2023-04-28,1.10281,1.1045,1.09624,1.10163,82558
2023-05-01,1.10119,1.10357,1.09644,1.09759,50698
2023-05-02,1.09755,1.1008,1.09422,1.09993,64726
2023-05-03,1.09983,1.10916,1.09969,1.106,73928
2023-05-04,1.10606,1.10918,1.09862,1.10138,86213
2023-05-05,1.10105,1.10479,1.09667,1.10182,60430
2023-05-08,1.10226,1.10538,1.10001,1.10043,45944
2023-05-09,1.10033,1.1005,1.09411,1.09604,52387
2023-05-10,1.09606,1.1007,1.09417,1.0983,64984
2023-05-11,1.09818,1.09981,1.09002,1.09165,69456
2023-05-12,1.09149,1.09356,1.08478,1.08498,61242
2023-05-15,1.0853,1.0890900000000001,1.08454,1.08741,51089
2023-05-16,1.0873599999999999,1.09047,1.08549,1.08616,59097
2023-05-17,1.08617,1.0873599999999999,1.08103,1.08381,59646
2023-05-18,1.08377,1.0848,1.07625,1.07711,56757
2023-05-19,1.07686,1.08288,1.07599,1.08048,69159
2023-05-22,1.08045,1.08314,1.07956,1.08131,63834
2023-05-23,1.0811,1.08205,1.07602,1.07709,68646
2023-05-24,1.07693,1.08014,1.0748199999999999,1.07505,76729
2023-05-25,1.07486,1.07566,1.07074,1.07251,71253
2023-05-26,1.07242,1.07587,1.07018,1.07258,65979
2023-05-29,1.07178,1.07436,1.07055,1.07093,26812
2023-05-30,1.0708199999999999,1.07467,1.06726,1.07346,72119
2023-05-31,1.0733,1.07356,1.06353,1.06885,77074
2023-06-01,1.06872,1.07686,1.06619,1.07615,66325
2023-06-02,1.07617,1.07791,1.07052,1.0706,59141
2023-06-05,1.07071,1.07225,1.06747,1.07125,61925
2023-06-06,1.07109,1.07329,1.06671,1.06923,50815
2023-06-07,1.06915,1.07398,1.06683,1.06982,53385
2023-06-08,1.06975,1.07871,1.06913,1.07814,53287
2023-06-09,1.07823,1.07851,1.0743,1.07495,48339
2023-06-12,1.07448,1.07902,1.0733,1.07579,53350
2023-06-13,1.07567,1.08236,1.07509,1.07925,63916
2023-06-14,1.07923,1.0864,1.0774,1.08308,62307
2023-06-15,1.08303,1.09528,1.08039,1.09454,61404
2023-06-16,1.09425,1.09706,1.09176,1.09406,58638
2023-06-19,1.09273,1.09463,1.09073,1.09225,39494
2023-06-20,1.0919699999999999,1.09463,1.08918,1.09178,61768
2023-06-21,1.09176,1.09908,1.09056,1.09856,64901
2023-06-22,1.09856,1.10122,1.09486,1.09551,59803
2023-06-23,1.09551,1.09586,1.08444,1.08898,67374
2023-06-26,1.09047,1.09202,1.08873,1.09053,58682
2023-06-27,1.09052,1.09769,1.09018,1.09599,74820
2023-06-28,1.09603,1.09626,1.08968,1.09124,74325
2023-06-29,1.09123,1.09415,1.08602,1.08631,86189
2023-06-30,1.08632,1.0931899999999999,1.08354,1.0909200000000001,71133
2023-07-03,1.0909,1.0934,1.08702,1.09103,54133
2023-07-04,1.09102,1.09163,1.08767,1.08784,31628
2023-07-05,1.0879,1.09079,1.0851,1.08534,54500
2023-07-06,1.08533,1.09007,1.08336,1.08883,74118
2023-07-07,1.08853,1.09734,1.08671,1.0968,74702
2023-07-10,1.0959,1.10015,1.09436,1.10007,48487
2023-07-11,1.10008,1.1027,1.09769,1.10079,51314
2023-07-12,1.10074,1.11404,1.09972,1.11292,75485
2023-07-13,1.1125099999999999,1.12279,1.1125099999999999,1.12252,73456
2023-07-14,1.12257,1.1245,1.12028,1.12303,63734
2023-07-17,1.12288,1.12488,1.12033,1.12314,46415
2023-07-18,1.12314,1.12758,1.12089,1.1228,76344
2023-07-19,1.12263,1.12402,1.11744,1.11986,69164
2023-07-20,1.11991,1.1229,1.11185,1.1129,67690
2023-07-21,1.11291,1.11449,1.1108,1.11246,57028
